transaction_date,house_age,distance_to_mrt,num_convenience_stores,latitude,longitude,price_per_unit_area,transaction_year
2012.917,0.7305936073059361,0.0095126716264657,1.0,0.6169413475521424,0.7193228380417622,37.9,2012
2012.917,0.4452054794520548,0.0438093908723887,0.9,0.5849491032477658,0.7114513694198195,42.2,2012
2013.583,0.3036529680365297,0.0833150513098478,0.5,0.6712312166747552,0.7588958378260031,47.3,2013
2013.5,0.3036529680365297,0.0833150513098478,0.5,0.6712312166747552,0.7588958378260031,54.8,2013
2012.833,0.1141552511415525,0.05679908927803,0.5,0.5731943771207284,0.7431529005821176,43.1,2012
2012.667,0.1621004566210045,0.3328333476285393,0.3,0.3754241396025577,0.4206383437567638,32.1,2012
2012.667,0.7876712328767124,0.092826581341097,0.7000000000000001,0.5727096461464498,0.6781324131982274,40.3,2012
2013.417,0.4634703196347032,0.0408715311608407,0.6000000000000001,0.585918565196323,0.7413198188482966,46.7,2013
2013.5,0.723744292237443,0.8490274357443697,0.1,0.22879301987399,0.1191503127020041,18.8,2013
2013.417,0.408675799086758,0.2722189728867981,0.3,0.4270479883664961,0.445654518007359,22.1,2013
2013.083,0.7945205479452055,0.0590644906257212,0.1,0.5019389238972849,0.6490187621307086,41.4,2013
2013.333,0.1438356164383561,0.0103754020472508,0.9,0.5121182743577606,0.7501617425057248,58.1,2013
2012.917,0.2968036529680365,0.0725250893237928,0.5,0.4008725157538038,0.6883761052404225,39.3,2012
2012.667,0.4657534246575343,0.3784066639856608,0.4,0.3515511391178165,0.3982100496009479,23.8,2012
2013.5,0.3013698630136986,0.1765690718875439,0.4,0.7209161415414655,0.6526849255983507,34.3,2013
2013.583,0.8150684931506851,0.085979361294987,0.2,0.6099127484246196,0.7834806987275442,50.5,2013
2013.25,0.0,0.0417061177017214,0.6000000000000001,0.5498061076103227,0.7661203364243647,70.1,2013
2012.75,0.4041095890410959,0.050655373416909,0.1,0.5255695588948583,0.6217381927970109,37.4,2012
2013.417,0.3858447488584475,0.0533291193516699,0.8,0.4293504604944473,0.7653655380634063,42.3,2013
2012.667,0.0342465753424657,0.0,0.7000000000000001,0.4320164808531785,0.7277334483501363,47.7,2012
2013.417,0.1027397260273972,0.3484331379809199,0.3,0.3765147842947272,0.4095320250162331,29.3,2013
2013.417,0.2397260273972603,0.0395675293294373,0.7000000000000001,0.5236306349976303,0.7750700884191701,51.6,2013
2012.917,0.3356164383561644,0.2067797341344159,0.1,0.24200193892392,0.8075264179424266,24.6,2012
2013.083,0.2305936073059361,0.0395675293294373,0.7000000000000001,0.5236306349976303,0.7750700884191701,47.9,2013
2013.0,0.904109589041096,0.0707409832818856,0.4,0.5024236548715635,0.7043346991588351,38.8,2013
2013.083,0.6689497716894978,0.2265378392036717,0.2,0.5253271934076906,0.4715333189560624,27.0,2013
2012.667,0.0707762557077625,0.0557617535704426,0.5,0.5911294231701731,0.7588958378260031,56.2,2012
2013.25,0.2374429223744292,0.0391462219132153,0.5,0.2891420261755115,0.7073538926028959,33.6,2013
2013.5,0.4383561643835617,0.0826179511955855,0.4,0.5104217159477002,0.6948458054775983,47.0,2013
2013.083,0.1621004566210045,0.0661848272726837,0.5,0.5278720310228096,0.7915678240242414,57.1,2013
2013.5,0.591324200913242,0.6955234072992571,0.0,0.1961948618517226,0.2408885054992424,22.1,2013
2012.75,0.6757990867579909,0.1154002036209865,0.7000000000000001,0.6148812409113589,0.6529005822728777,25.0,2012
2012.75,0.8652968036529681,0.0719591489092716,0.1,0.5019389238972849,0.6575372007762326,34.2,2012
2013.25,0.3767123287671233,0.0464484094187879,0.6000000000000001,0.5615608337373033,0.747034720724514,49.3,2013
2012.75,0.3515981735159817,0.028150710913107,0.7000000000000001,0.6316044595250219,0.7429372439075905,55.1,2012
2013.5,0.317351598173516,0.6274187448103051,0.0,1.0,0.4812378693118262,27.3,2013
2012.917,0.3356164383561644,0.2957050514951018,0.2,0.3852399418323102,0.4426353245630707,22.9,2012
2013.167,0.273972602739726,0.2067797341344159,0.1,0.24200193892392,0.8075264179424266,25.3,2013
2012.667,0.0707762557077625,0.0857864966722282,0.6000000000000001,0.4840038778478401,0.7945870174680749,47.7,2012
2013.167,0.3698630136986301,0.0411379497843387,0.5,0.6054289869123295,0.7542592193228757,46.2,2013
2013.0,0.3105022831050228,0.6278204687638697,0.0,0.114881240911302,0.3265042053051274,15.9,2013
2013.5,0.3835616438356165,0.6254339469480842,0.0,0.1320891904993004,0.3222989001510541,18.2,2013
2013.417,0.8242009132420093,0.0767372972349004,0.5,0.3754241396025577,0.690640500323525,34.7,2013
2012.75,0.7853881278538813,0.0757048187210527,0.6000000000000001,0.6714735821619797,0.7491912874702393,34.1,2012
2013.583,0.0616438356164383,0.0789051679885514,0.4,0.51357246728071,0.7992236359714298,53.9,2013
2013.083,0.8356164383561645,0.0719972948957749,0.8,0.4614638875424361,0.7700021565665338,38.3,2013
2013.417,0.4954337899543379,0.0681522227687991,0.9,0.4632816286961088,0.7661203364243647,42.0,2013
2013.583,0.8196347031963471,0.095497419147122,0.3,0.5278720310228096,0.6860038818199428,61.5,2013
2013.417,0.5525114155251142,0.7088356759630302,0.0,0.1789869122637242,0.2399180504635296,13.4,2013
2012.667,0.6712328767123288,0.6940800163825411,0.1,0.2081919534658709,0.2360362303211332,13.2,2012
2013.417,0.4954337899543379,0.0756679411736789,0.4,0.5081192438196922,0.6996980806554802,44.2,2013
2013.083,0.7146118721461188,0.2683867398388157,0.1,0.2659961221522167,0.8549708863488377,20.7,2013
2013.583,0.7328767123287673,0.2189134372216743,0.3,0.5104217159477002,0.4741211990510692,27.0,2013
2013.083,0.3036529680365297,0.0725250893237928,0.5,0.4008725157538038,0.6883761052404225,38.9,2013
2013.083,0.3675799086757991,0.0411379497843387,0.5,0.6054289869123295,0.7542592193228757,51.7,2013
2012.833,0.723744292237443,0.1759184554267458,0.0,0.2134028114396642,0.6098770756955219,13.7,2012
2013.417,0.767123287671233,0.0538106930953116,0.8,0.4904265632574152,0.7230968298467815,41.9,2013
2012.917,0.0799086757990867,0.0051188340601572,0.7000000000000001,0.3074406204556794,0.6855725684708887,53.5,2012
2013.5,0.6917808219178083,0.6940800163825411,0.1,0.2081919534658709,0.2360362303211332,22.6,2013
2013.083,0.3036529680365297,0.0483662584450047,0.5,0.3113184682501355,0.6561354323914657,42.4,2013
2013.417,0.2511415525114155,0.2951169288645848,0.2,0.3826951042171913,0.4440370929478376,21.3,2013
2013.5,0.1210045662100456,0.0365492784208668,0.6000000000000001,0.5305380513815408,0.7723743799870135,63.2,2013
2012.917,0.3926940639269407,0.3329643681093514,0.3,0.37518177411539,0.4206383437567638,27.7,2012
